,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude,letters
2278,17.0,404876.0,1990,1,100,8.0,0.9,3455539.6,1856.7,6.5,4.3,79.5,0.0,0.0,1.31892,1.18308,1.18308,0.0,0.0,0.0,100.0,14917.7,6.0,0,0,105.0,125.0,-73.985666,40.760476,D
2279,56.0,94442.0,1939,1,100,4.4,0.0,418629.0,511.0,6.6,5.4,79.5,0.0,0.0,1.24944,1.05885,1.05885,0.0,0.0,0.0,100.0,2323.4,6.0,0,0,106.0,82.0,-73.980793,40.747847,C
2280,94.0,68254.0,1947,1,100,3.8,0.1,269361.3,236.1,4.4,3.4,79.5,0.0,0.0,1.58232,1.34791,0.0,92.0,1.34791,0.0,10.0,2359.4,12.0,0,0,108.0,110.0,-73.961349,40.762612,A
2281,60.0,179106.0,1962,1,100,6.0,0.6,1132398.2,592.9,4.8,3.1,79.5,0.0,0.0,1.63032,0.88216,0.88216,0.0,0.0,0.0,100.0,4594.425778134381,14.0,0,0,108.0,118.0,-73.960244,40.763781,C
2282,29.0,54419.0,1929,1,100,4.3,0.0,233944.9,321.7,7.1,5.9,79.5,0.0,0.0,0.93717,0.69829,0.69829,0.0,0.0,0.0,100.0,1660.1,7.0,0,0,108.0,140.0,-73.956702,40.776597,D
2283,65.0,105127.0,1963,1,100,5.7,0.0,602623.7,510.9,6.4,4.9,79.5,0.0,0.0,1.48392,1.43636,1.4145867999999988,0.0,0.0,0.0,100.0,5859.5,6.0,0,0,107.0,175.0,-73.974212,40.78986,C
2285,39.0,102791.0,1904,1,100,5.4,0.7,550802.9,329.4,5.9,3.2,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,5294.9,24.0,0,0,107.0,179.0,-73.976655,40.793705,D
2286,91.0,106258.0,1951,1,100,3.1,0.0,330353.3,338.3,4.1,3.2,79.5,0.0,0.0,0.79053,0.5082,0.0,54.0,0.5082,90.0,90.0,2087.8,5.0,0,0,107.0,167.0,-73.982252,40.784976,A
2288,37.0,51410.0,1920,1,100,7.4,0.5,463972.4,148.8,4.4,2.4,79.5,0.0,0.0,1.08928,1.08928,0.0,0.0,0.0,0.0,100.0,4594.425778134381,25.340000000000146,0,0,107.0,157.0,-73.980253,40.778017,D
2290,32.0,80109.0,1936,1,100,4.7,0.8,379185.0,327.7,5.4,4.1,79.5,0.0,0.0,1.03609,1.0236,0.0,82.0,1.0236,0.0,100.0,5077.8,8.0,0,0,112.0,267.0,-73.927196,40.852263,D
2291,65.0,61690.0,1940,1,100,6.2,0.7,472227.3,240.2,4.8,3.1,79.5,0.0,0.0,1.84795,1.23197,0.0,76.0,1.23197,0.0,100.0,3965.2,18.0,0,0,104.0,87.0,-73.996377,40.743106,C
2294,73.0,455000.0,1924,1,100,4.0,0.2,1826863.2,1581.7,4.6,3.5,79.5,0.0,0.0,1.18462,0.77582,0.0,151.34000000000015,0.61978,90.0,90.0,4594.425778134381,4.0,0,0,112.0,273.0,-73.938868,40.852121,B
2297,79.0,212740.0,1958,1,100,4.7,0.0,1088045.1,765.5,4.6,3.3,79.5,0.0,0.0,0.97772,0.52176,0.52176,0.0,0.0,100.0,90.0,6096.6,14.0,0,0,108.0,142.0,-73.962306,40.775496,B
2298,87.0,69337.0,1926,1,100,3.3,0.0,231659.3,271.4,4.8,3.9,79.5,0.0,0.0,1.11052,0.50478,0.0,35.0,0.50478,90.0,100.0,1601.6,7.0,0,0,107.0,167.0,-73.97945,40.782741,A
2299,84.0,155938.0,1960,1,100,4.4,0.0,683442.9,460.2,4.2,3.0,79.5,0.0,0.0,1.03246,0.57074,0.57074,0.0,0.0,90.0,100.0,3907.8,4.0,0,0,106.0,10601.0,-73.961266,40.75656,B
2300,78.0,191321.0,1928,1,100,4.3,0.0,838129.5,727.8,4.9,3.7,79.5,0.0,0.0,1.22308,0.80493,0.80493,0.0,0.0,90.0,100.0,5318.6,6.0,0,0,106.0,68.0,-73.986309,40.738497,B
2301,58.519394179544754,24895.0,1928,1,100,10.3,0.9,339599.9,139.7,7.0,4.2,79.5,0.0,0.0,2.24945,0.32135,0.32135,0.0,0.0,100.0,100.0,665.0,4.0,0,0,108.0,142.0,-73.963201,40.776789,C
2302,53.0,101131.0,1962,1,100,4.9,0.0,498442.6,552.3,6.8,5.5,79.5,0.0,0.0,1.51289,1.12725,1.12725,0.0,0.0,90.0,90.0,4594.425778134381,5.0,0,0,106.0,108.0,-73.965337,40.757637,D
2303,82.0,253853.0,1985,1,100,5.3,0.5096468802428696,1394696.3,0.0,4.0,0.0,79.5,0.0,0.0,1.57572,0.77604,0.77604,0.0,0.0,100.0,100.0,4594.425778134381,5.0,0,0,108.0,134.0,-73.956085,40.770383,B
2304,77.0,83494.0,1961,1,100,4.5,0.0,377806.3,362.9,5.6,4.3,79.5,0.0,0.0,1.50909,1.22164,1.22164,0.0,0.0,90.0,100.0,4594.425778134381,5.0,0,0,108.0,134.0,-73.957852,40.772804,B
2306,93.0,54883.0,1956,1,100,4.8,0.0,266057.1,219.0,5.3,4.0,79.5,0.0,0.0,1.74918,1.74918,0.0,96.0,1.74918,70.0,100.0,3154.5,7.0,0,0,108.0,132.0,-73.952122,40.769064,A
2307,85.0,65387.0,1928,1,100,4.4,0.0,290611.9,231.5,4.8,3.5,79.5,0.0,0.0,1.46818,1.00938,1.00938,0.0,0.0,10.0,100.0,1567.2,8.0,0,0,108.0,140.0,-73.957941,40.774567,B
2309,58.519394179544754,46500.0,1906,1,100,3.8,0.0,195356.9,133.7,3.6,2.6,79.5,0.0,0.0,0.66667,0.34409,0.0,16.0,0.34409,100.0,100.0,563.5,6.0,0,0,102.0,63.0,-73.995565,40.735931,C
2310,88.0,78731.0,1925,1,100,2.9,0.4,225279.4,193.2,3.2,2.5,79.5,0.0,0.0,0.55886,0.27943,0.27943,0.0,0.0,70.0,100.0,1102.7,10.0,0,0,105.0,109.0,-73.990923,40.752808,A
2311,20.0,167519.0,1965,1,100,9.4,0.8,1628498.9,715.6,6.7,4.1,79.5,0.0,0.0,1.49237,0.89542,0.89542,0.0,0.0,100.0,100.0,4594.425778134381,5.0,0,0,108.0,134.0,-73.957462,40.773452,D
2312,86.0,110523.0,1927,1,100,3.9,0.0,430871.7,334.5,4.1,3.0,79.5,0.0,0.0,1.03146,0.6424,0.6424,0.0,0.0,90.0,90.0,4054.7,12.0,0,0,107.0,159.0,-73.984524,40.779725,A
2313,68.0,118571.0,1931,1,100,3.4,0.0,402537.2,549.9,5.6,4.6,79.5,0.0,0.0,1.06265,0.7,0.7,0.0,0.0,90.0,90.0,3403.6,6.0,0,0,107.0,177.0,-73.968922,40.788486,C
2315,48.0,67165.0,2007,1,100,9.4,0.2,704327.6,88.6,3.7,1.2,79.5,0.0,0.0,0.98265,0.84866,0.84866,0.0,0.0,90.0,100.0,1879.9,6.0,0,0,105.0,54.0,-73.992191,40.739422,D
2317,78.0,138911.0,1930,1,100,7.6,0.0,1559426.7,12.9,3.1,0.1,79.5,0.0,0.0,0.71269,0.50392,0.50392,0.0,0.0,90.0,90.0,4594.425778134381,6.0,0,0,107.0,145.0,-73.982859,40.770066,B
2319,100.0,216896.0,1924,1,100,4.2,0.0,947158.3,165.0,1.9,0.7,79.5,0.0,0.0,1.25406,0.5256,0.5256,0.0,0.0,90.0,90.0,7349.5,18.0,0,0,107.0,161.0,-73.979761,40.780383,A
2324,58.0,63375.0,1964,1,100,5.3,0.5,335636.1,171.1,4.2,2.7,79.5,0.0,0.0,0.99408,0.94675,0.94675,0.0,0.0,0.0,100.0,4594.425778134381,6.0,0,0,108.0,118.0,-73.95963,40.765158,C
2325,82.0,78963.0,1912,1,100,4.7,0.7,373772.8,250.8,4.5,3.2,79.5,0.0,0.0,1.58302,1.58302,0.0,125.0,1.58302,0.0,100.0,3495.7,8.0,0,0,104.0,139.0,-73.985267,40.766021,B
2327,64.0,77640.0,1930,1,100,4.5,0.7,348472.6,262.4,4.6,3.4,79.5,0.0,0.0,1.19784,1.19784,1.19784,0.0,0.0,0.0,100.0,4630.9,8.0,0,0,106.0,64.0,-73.981647,40.736885,C
2328,17.0,89662.0,1986,1,100,5.9,0.7,566207.3,359.9,5.4,3.8,79.5,0.0,0.0,0.82532,0.78071,0.78071,0.0,0.0,10.0,100.0,2563.9,7.0,0,0,102.0,75.0,-74.007982,40.734163,D
2329,36.0,369806.0,1960,1,100,6.4,0.7,2427204.4,1373.7,5.3,3.6,79.5,0.0,0.0,1.12221,1.03838,1.03838,0.0,0.0,90.0,90.0,279.106,7.0,0,0,105.0,131.0,-73.984791,40.764072,D
2330,34.0,123060.0,1928,1,100,7.4,0.9,1008575.7,599.9,6.4,4.4,79.5,0.0,0.0,1.48708,0.97513,0.0,120.0,0.97513,0.0,100.0,4594.425778134381,25.340000000000146,0,0,112.0,295.0,-73.926892,40.865679,D
2331,36.0,265686.0,1971,1,100,4.5,0.1,1251335.5,76.3,6.5,0.3,79.5,0.0,0.0,1.40015,0.93343,0.93343,0.0,0.0,0.0,100.0,4594.425778134381,8.0,0,0,107.0,181.0,-73.967804,40.792106,D
2333,20.0,89630.0,1929,1,100,4.6,0.9,415555.8,412.0,5.9,4.6,79.5,0.0,0.0,1.09338,0.81446,0.0,73.0,0.81446,0.0,100.0,6194.1,9.0,0,0,112.0,303.0,-73.91984190000001,40.86805158,D
2334,27.0,56984.0,1911,1,100,10.0,0.9,568919.6,256.7,7.2,4.5,79.5,0.0,0.0,1.98301,1.98301,0.0,113.0,1.867627100000005,0.0,100.0,3150.8,5.0,0,0,108.0,132.0,-73.94803,40.77036,D
2336,36.0,81922.0,1940,1,100,7.9,0.5,643421.4,209.5,4.7,2.6,79.5,0.0,0.0,1.07419,1.07419,0.0,88.0,1.07419,0.0,100.0,2110.3,6.0,0,0,108.0,132.0,-73.949049,40.769922,D
2340,87.0,209113.0,1927,1,100,3.4,0.6,715406.5,630.8,3.9,3.0,79.5,0.0,0.0,1.4155,0.61211,0.61211,0.0,0.0,0.0,100.0,5317.1,7.0,0,0,107.0,175.0,-73.977118,40.790566,A
2349,78.0,64747.0,1903,1,100,4.8,0.7,311519.4,226.6,4.8,3.5,79.5,0.0,0.0,2.3476,1.23558,1.23558,0.0,0.0,0.0,100.0,2513.2,9.0,0,0,105.0,137.0,-73.981745,40.763737,B
2351,61.0,71480.0,1900,1,100,6.8,0.9,489243.2,298.0,6.1,4.2,79.5,0.0,0.0,3.0498,1.60884,1.4145867999999988,0.0,0.0,0.0,100.0,3969.2,5.0,0,0,102.0,67.0,-74.003045,40.728567,C
2353,86.0,54914.0,1941,1,100,3.6,0.7,198623.3,178.8,4.3,3.3,79.5,0.0,0.0,1.91208,1.18367,0.0,65.0,1.18367,0.0,100.0,1192.0,8.0,0,0,102.0,65.0,-74.001916,40.730162,A
2354,84.0,62277.0,1932,1,100,6.3,0.0,392477.2,220.5,5.2,3.5,79.5,0.0,0.0,2.24802,1.3167,1.3167,0.0,0.0,0.0,100.0,4029.4,5.0,0,0,106.0,108.0,-73.96572,40.75778,B
2357,63.0,97857.0,1929,1,100,6.1,0.7,596981.4,338.7,5.1,3.5,79.5,0.0,0.0,2.0438,1.30803,1.30803,0.0,0.0,0.0,100.0,4401.1,10.0,0,0,104.0,111.0,-73.998517,40.754321,C
2358,90.0,65360.0,1948,1,100,3.1,0.1,200731.1,222.2,4.3,3.4,79.5,0.0,0.0,1.08629,0.90269,0.0,59.0,0.90269,90.0,100.0,1528.3,7.0,0,0,107.0,169.0,-73.974321,40.786492,A
2361,28.0,56140.0,1920,1,100,3.7,1.0,209048.6,265.5,5.8,4.7,79.5,0.0,0.0,1.01532,0.97969,0.0,55.0,0.97969,0.0,100.0,4594.425778134381,7.0,0,0,112.0,283.0,-73.928324,40.858565,D
2371,37.0,177421.0,1910,1,100,8.4,0.5096468802428696,1497483.6,717.1,6.3,4.0,79.5,0.0,0.0,1.54999,1.10472,1.10472,0.0,0.0,100.0,100.0,4594.425778134381,11.0,0,0,102.0,65.0,-73.999975,40.728559,D
2375,48.0,71661.0,1957,1,100,4.4,0.8,317033.7,283.4,5.2,4.0,79.5,0.0,0.0,1.28382,0.97682,0.0,70.0,0.97682,0.0,100.0,4594.425778134381,8.0,0,0,112.0,271.0,-73.935488,40.852806,D
2376,84.0,132596.0,1925,1,100,4.0,0.6,528116.8,383.1,4.0,2.9,79.5,0.0,0.0,1.56868,0.6863,0.6863,0.0,0.0,0.0,100.0,3937.0,7.0,0,0,107.0,191.0,-73.969255,40.800664,B
2379,71.0,261805.0,1963,1,100,5.1,0.6,1386104.8,892.3,4.7,3.3,79.5,0.0,0.0,1.673,1.11533,1.11533,0.0,0.0,0.0,100.0,4594.425778134381,14.0,0,0,106.0,64.0,-73.983614,40.735828,B
2381,93.0,88200.0,1952,1,100,2.1,0.0,185385.1,310.9,4.1,3.5,79.5,0.0,0.0,0.86168,0.61224,0.0,54.0,0.61224,90.0,90.0,1829.7,6.0,0,0,107.0,195.0,-73.969464,40.802794,A
2382,80.0,101882.0,1978,1,100,11.2,0.0,1137273.1,11.1,3.7,0.1,79.5,0.0,0.0,1.64897,1.62934,1.4145867999999988,0.0,0.0,0.0,100.0,4594.425778134381,3.0,0,0,106.0,90.0,-73.969917,40.751391,B
2383,31.0,55080.0,1930,1,100,4.4,0.9,240057.5,251.1,5.8,4.6,79.5,0.0,0.0,1.19826,1.0167,0.0,56.0,1.0167,0.0,100.0,4594.425778134381,7.0,0,0,112.0,295.0,-73.925114,40.86805158,D
2384,26.0,210068.0,2007,1,100,11.4,0.4,2697952.8,434.4,4.9,1.8,79.5,0.0,0.0,1.2853,0.78546,0.78546,0.0,0.0,0.0,100.0,5886.0,5.0,0,0,107.0,155.0,-73.985196,40.778191,D
2386,98.0,90000.0,1955,1,100,4.4,0.0,398846.9,380.3,5.4,4.2,79.5,0.0,0.0,3.66667,1.75556,1.4145867999999988,0.0,0.0,80.0,100.0,2794.0,4.0,0,0,106.0,10601.0,-73.962432,40.757219,A
2388,37.0,209547.0,1956,1,100,4.5,0.0,1028092.9,1605.4,8.4,7.1,79.5,0.0,0.0,1.38394,1.12624,1.12624,0.0,0.0,90.0,90.0,8657.2,9.0,0,0,109.0,231.0,-73.944021,40.82373,D
2389,86.0,123900.0,2006,1,100,6.2,0.2,769974.4,118.5,2.6,1.0,79.5,0.0,0.0,0.85553,0.53269,0.53269,0.0,0.0,0.0,100.0,4594.425778134381,6.0,0,0,104.0,87.0,-73.995634,40.740874,A
2390,26.0,89026.0,1911,1,100,8.8,1.0,927734.1,553.5,7.7,5.2,79.5,0.0,0.0,2.06681,2.019480600000002,0.0,151.34000000000015,1.867627100000005,0.0,100.0,4594.425778134381,18.0,0,0,108.0,132.0,-73.950774,40.770911,D
2391,14.0,115170.0,2006,1,100,11.8,0.0,1355235.0,11.6,5.9,0.1,79.5,0.0,0.0,1.39793,0.58175,0.58175,0.0,0.0,0.0,100.0,4594.425778134381,6.0,0,0,106.0,108.0,-73.967011,40.760042,D
2393,67.0,208122.0,1954,1,100,4.4,0.7,920337.8,669.3,4.4,3.2,79.5,0.0,0.0,1.24927,0.64866,0.64866,0.0,0.0,90.0,100.0,5785.7,4.0,0,0,108.0,136.0,-73.94653,40.772308,C
2394,16.0,636916.0,1986,1,100,9.5,0.0,6086230.8,32.2,4.4,0.1,79.5,0.0,0.0,0.64216,0.40822,0.40822,0.0,0.0,100.0,100.0,4594.425778134381,8.0,0,0,105.0,137.0,-73.979199,40.765152,D
2395,74.0,57907.0,1924,1,100,3.8,0.0,224902.1,187.2,4.2,3.2,79.5,0.0,0.0,0.79438,0.53534,0.13815,13.0,0.2245,90.0,100.0,279.106,6.0,0,0,108.0,120.0,-73.963328,40.768868,B
2396,58.519394179544754,65142.0,1925,1,100,3.7,0.0,256393.0,1.3,3.8,0.0,79.5,0.0,0.0,0.62939,0.27632,0.0614,7.0,0.10746,90.0,100.0,4594.425778134381,7.0,0,0,108.0,142.0,-73.962432,40.776459,C
2397,78.0,83647.0,1922,1,100,3.4,0.0,297550.9,4.4,3.6,0.0,79.5,0.0,0.0,0.62166,0.26301,0.05978,9.0,0.1076,90.0,100.0,4594.425778134381,6.0,0,0,105.0,11203.0,-73.970085,40.76251,B
2398,25.0,100000.0,1897,1,100,12.0,0.3,1525263.6,156.5,4.4,1.2,79.5,0.0,0.0,0.68,0.23,0.07,10.0,0.1,90.0,90.0,1018.7,5.0,0,0,102.0,49.0,-73.99741,40.724694,D
2399,29.0,152280.0,1957,1,100,5.9,0.0,947988.7,23.0,5.8,0.1,79.5,0.0,0.0,1.31994,0.62385,0.29551,31.0,0.20357,90.0,100.0,4594.425778134381,10.0,0,0,105.0,11203.0,-73.970107,40.761327,D
2400,87.0,95487.0,1962,1,100,5.9,0.0,600161.4,9.3,2.7,0.1,79.5,0.0,0.0,0.95301,0.52363,0.20945,19.0,0.19898,90.0,100.0,4594.425778134381,10.0,0,0,108.0,120.0,-73.966113,40.764639,A
2401,96.0,106915.0,1926,1,100,5.6,0.0,599543.1,290.1,4.2,2.7,79.5,0.0,0.0,1.49652,0.35542,0.13095,13.0,0.12159,80.0,100.0,2035.4,7.0,0,0,108.0,128.0,-73.961558,40.770141,A
2402,89.0,118423.0,1929,1,100,3.7,0.0,447297.3,480.2,5.0,4.0,79.5,0.0,0.0,1.46086,0.5151,0.24488,17.0,0.14355,90.0,100.0,2633.9,7.0,0,0,108.0,16001.0,-73.953243,40.786831,A
2403,58.519394179544754,64192.0,1927,1,100,14.5,0.0,1170527.7,1.0,5.3,0.0,79.5,0.0,0.0,0.51408,0.2217655,0.07789,5.0,0.07789,100.0,100.0,4594.425778134381,3.0,0,0,108.0,122.0,-73.966168,40.770375,C
2404,83.0,94388.0,1927,1,100,3.2,0.6,311464.2,262.1,3.6,2.7,79.5,0.0,0.0,1.13362,0.54032,0.23308,16.0,0.16951,80.0,100.0,1754.2,6.0,0,0,106.0,10601.0,-73.962034,40.757946,B
2406,1.0,96934.0,2003,1,100,14.6,0.2,1543674.0,109.0,8.7,1.0,79.5,0.0,0.0,1.05226,0.35075,0.05158,20.0,0.20633,100.0,100.0,4594.425778134381,7.0,0,0,107.0,149.0,-73.980732,40.771614,D
2407,92.0,78153.0,1916,1,100,3.2,0.0,268460.6,336.7,4.9,4.1,79.5,0.0,0.0,1.16438,0.35827,0.08957,12.0,0.15354,90.0,100.0,3345.1,9.0,0,0,108.0,120.0,-73.963841,40.768591,A
2408,67.0,110300.0,1925,1,100,3.9,0.0,452203.2,422.4,4.7,3.6,79.5,0.0,0.0,0.81596,0.46238,0.09973,25.0,0.22665,100.0,100.0,2305.9,10.0,0,0,108.0,15001.0,-73.95909,40.780073,C
2410,58.0,133334.0,1915,1,100,4.7,0.0,643797.0,693.2,6.3,5.0,79.5,0.0,0.0,0.9975,0.3825,0.3825,0.0,0.0,100.0,100.0,1857.4,7.0,0,0,108.0,140.0,-73.9583,40.778662,C
2411,58.519394179544754,78834.0,1982,1,100,7.5,1.0,795734.2,581.7,7.5,5.5,79.5,0.0,0.0,1.62366,0.64693,0.5835,5.0,0.06342,100.0,100.0,5016.4,5.0,0,0,105.0,137.0,-73.97833,40.763912,C
2414,98.0,98766.0,1929,1,100,3.1,0.0,309433.2,287.4,3.8,2.9,79.5,0.0,0.0,1.49849,0.6075,0.26325,20.0,0.2025,90.0,100.0,2586.0,6.0,0,0,106.0,108.0,-73.964106,40.758817,A
2415,80.0,139972.0,1928,1,100,5.0,0.0,754815.6,466.2,4.5,3.1,79.5,0.0,0.0,1.10736,0.44295,0.10716,30.0,0.21433,90.0,90.0,4594.425778134381,16.0,0,0,108.0,120.0,-73.966427,40.765569,B
2416,11.0,103900.0,1960,1,100,8.0,0.0,877253.3,12.3,6.8,0.1,79.5,0.0,0.0,1.42445,0.89509,0.50048,26.0,0.25024,100.0,100.0,4594.425778134381,4.0,0,0,108.0,120.0,-73.96369,40.766889,D
2417,83.0,78341.0,1997,1,100,6.2,0.4,556450.9,161.3,3.5,1.8,79.5,0.0,0.0,1.40412,1.11053,0.0,87.0,1.11053,90.0,100.0,2531.5,5.0,0,0,103.0,38.0,-73.988924,40.725967,B
2418,84.0,124960.0,1960,1,100,4.7,0.0,595098.6,464.6,4.9,3.6,79.5,0.0,0.0,1.19238,0.41613,0.22407,15.0,0.12004,90.0,100.0,3943.7,5.0,0,0,108.0,15002.0,-73.95984,40.781295,B
2419,95.0,194347.0,1926,1,100,3.8,0.5,750428.7,423.5,3.2,2.2,79.5,0.0,0.0,0.69463,0.2217655,0.08233,15.0,0.07718,90.0,100.0,4307.3,7.0,0,0,108.0,16001.0,-73.956902,40.785743,A
2421,87.0,93360.0,1929,1,100,3.6,0.6,335691.2,279.3,4.0,3.0,79.5,0.0,0.0,1.21037,0.41774,0.41774,0.0,0.0,10.0,100.0,2109.5,6.0,0,0,108.0,136.0,-73.945212,40.773384,A
2423,58.519394179544754,55971.0,1905,1,100,4.6,0.0,276752.6,234.2,5.2,3.9,79.5,0.0,0.0,1.00052,0.30373,0.08933,6.0,0.1072,100.0,100.0,1244.7,7.0,0,0,108.0,120.0,-73.964451,40.767325,C
2424,58.519394179544754,61381.0,1920,1,100,8.7,0.4,536702.6,121.4,4.3,2.0,79.5,0.0,0.0,0.89604,0.2217655,0.04888,5.0,0.08146,100.0,100.0,1034.8,5.0,0,0,108.0,128.0,-73.962275,40.77321,C
2425,62.0,79651.0,1947,1,100,4.4,0.7,362423.7,269.7,4.5,3.3,79.5,0.0,0.0,1.20526,0.97927,0.97927,0.0,0.0,10.0,100.0,4533.9,6.0,0,0,108.0,140.0,-73.959703,40.775289,C
2427,58.519394179544754,99583.0,1914,1,100,6.9,0.3,715508.8,155.1,3.4,1.5,79.5,0.0,0.0,0.58243,0.2217655,0.03013,5.0,0.05021,10.0,100.0,1610.6,7.0,0,0,108.0,122.0,-73.966903,40.767516,C
2428,84.0,84503.0,1980,1,100,5.0,0.5,428533.8,187.7,3.6,2.2,79.5,0.0,0.0,1.19522,1.13605,1.13605,0.0,0.0,90.0,100.0,4441.2,5.0,0,0,108.0,14802.0,-73.953301,40.78107,B
2429,63.0,68018.0,1915,1,100,5.3,0.0,392028.8,401.7,6.9,5.4,79.5,0.0,0.0,1.41139,0.41166,0.14702,10.0,0.14702,90.0,100.0,2458.5,5.0,0,0,108.0,140.0,-73.959214,40.777405,C
2430,94.0,54671.0,1917,1,100,3.7,0.0,207847.4,226.5,5.0,4.0,79.5,0.0,0.0,1.70108,0.56703,0.0,31.0,0.56703,10.0,100.0,1534.3,6.0,0,0,108.0,14801.0,-73.957769,40.778706,A
2431,96.0,162631.0,1917,1,100,3.5,0.5,570344.0,414.5,3.5,2.5,79.5,0.0,0.0,1.31586,0.36893,0.15372,19.0,0.11683,10.0,100.0,2900.4,6.0,0,0,111.0,168.0,-73.954433,40.789156,A
2432,58.519394179544754,17535.0,2006,1,100,15.7,0.9,513823.8,144.5,8.7,4.4,79.5,0.0,0.0,0.85543,0.28514,0.05703,3.0,0.17109,90.0,100.0,1432.0,6.0,0,0,102.0,75.0,-74.00914,40.735398,C
2435,77.0,87023.4,1986,1,100,6.4,0.4,589701.4,173.9,3.7,1.9,79.5,0.0,0.0,1.28701,1.22955,1.22955,0.0,0.0,100.0,100.0,4594.425778134381,8.0,0,0,108.0,14601.0,-73.953758,40.777842,B
2436,89.0,113000.0,1922,1,100,4.6,0.5,542734.7,267.8,3.5,2.3,79.5,0.0,0.0,1.17699,0.38938,0.10619,20.0,0.17699,90.0,90.0,2214.2,9.0,0,0,108.0,122.0,-73.968899,40.76663,A
2437,23.0,234358.0,2002,1,100,9.4,0.5,2191424.0,522.3,4.8,2.2,79.5,0.0,0.0,0.943,0.4267,0.4267,0.0,0.0,100.0,100.0,11965.1,4.0,0,0,107.0,189.0,-73.960115,40.797939,D
2438,4.0,95592.0,1900,1,100,16.2,0.6,1802213.1,326.2,7.3,2.9,79.5,0.0,0.0,1.28672,0.3766,0.3766,0.0,0.0,70.0,90.0,3503.1,6.0,0,0,105.0,52.0,-73.991297,40.735791,D
2439,90.0,98808.0,1925,1,100,3.0,0.0,293191.6,403.2,4.9,4.1,79.5,0.0,0.0,1.04243,0.3441,0.03036,18.0,0.18217,80.0,90.0,2562.5,11.0,0,0,106.0,8603.0,-73.964285,40.753917,A
2440,87.0,96547.0,1916,1,100,3.5,0.0,348210.5,418.6,5.1,4.2,79.5,0.0,0.0,0.93219,0.29001,0.08286,11.0,0.11393,10.0,100.0,1575.7,7.0,0,0,105.0,100.0,-73.971393,40.760065,A
2441,2.0,78360.0,1926,1,100,14.2,0.3,1226989.0,125.1,5.3,1.5,79.5,0.0,0.0,0.52323,0.52323,0.52323,0.0,0.0,90.0,100.0,2994.8,5.0,0,0,102.0,41.0,-73.997348,40.721576,D
2442,87.0,130780.0,1925,1,100,5.7,0.5,807978.9,331.8,3.9,2.3,79.5,0.0,0.0,0.7417,0.2217655,0.19881,0.0,0.0,100.0,100.0,4452.0,7.0,0,0,108.0,11401.0,-73.969554,40.763265,A
2443,58.519394179544754,53839.0,1925,1,100,7.4,0.0,396878.2,1.3,5.7,0.0,79.5,0.0,0.0,0.59436,0.29718,0.14859,4.0,0.0743,90.0,100.0,4594.425778134381,8.0,0,0,108.0,11401.0,-73.970957,40.766564,C
2444,93.0,194808.0,1923,1,100,4.5,0.4,909795.3,338.4,2.9,1.7,79.5,0.0,0.0,0.72892,0.26693,0.10267,20.0,0.10267,90.0,100.0,4594.425778134381,7.0,0,0,108.0,122.0,-73.967824,40.765636,A
2445,52.0,209183.0,1931,1,100,5.2,0.0,1089496.0,13.2,5.2,0.1,79.5,0.0,0.0,0.57366,0.2217655,0.18644,0.0,0.0,90.0,90.0,4594.425778134381,5.0,0,0,108.0,130.0,-73.96346,40.771621,D
2446,96.0,144899.0,1916,1,100,5.0,0.0,762055.3,505.2,4.7,3.3,79.5,0.0,0.0,1.56661,0.35887,0.09662,20.0,0.13803,90.0,100.0,3009.4,9.0,0,0,108.0,11401.0,-73.968431,40.765496,A
2447,58.519394179544754,114465.0,1916,1,100,12.4,0.0,1417243.3,7.2,5.9,0.1,79.5,0.0,0.0,0.64649,0.2217655,0.12231,0.0,0.0,90.0,90.0,4594.425778134381,6.0,0,0,108.0,122.0,-73.971044,40.766946,C
2448,1.0,349355.0,1979,1,100,20.0,1.6,6905637.348000004,2358.8880000000013,12.7,9.3,79.5,0.0,0.0,1.33102,1.19077,1.19077,0.0,0.0,80.0,80.0,15821.0,2.0,6,0,108.0,124.0,-73.956163,40.766969,D
